Type,Model,error,epoch
training error,output,0.19213974475860596,18
training error,output,0.19213974475860596,19
validation error,output,0.18082791566848755,1
validation error,output,0.18082791566848755,2
validation error,output,0.18082791566848755,3
validation error,output,0.18082791566848755,4
validation error,output,0.18082791566848755,5
validation error,output,0.18082791566848755,6
validation error,output,0.18082791566848755,7
validation error,output,0.18082791566848755,8
validation error,output,0.18082791566848755,9
validation error,output,0.18082791566848755,10
validation error,output,0.18082791566848755,11
validation error,output,0.18082791566848755,12
validation error,output,0.18082791566848755,13
validation error,output,0.18082791566848755,14
validation error,output,0.18082791566848755,15
validation error,output,0.18082791566848755,16
validation error,output,0.18082791566848755,17
validation error,output,0.18082791566848755,18
validation error,output,0.18082791566848755,19
