,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.163849139213562,0.0032245307627618226,0.020550060272216796,0.00026970448380665013,1,1,2,1337,"{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.5204081632653061,0.5102040816326531,0.4897959183673469,0.5408163265306123,0.5,0.5102040816326531,0.4897959183673469,0.5204081632653061,0.4897959183673469,0.5306122448979592,0.5102040816326531,0.017074694419062786,9
1,0.1642008066177368,0.0030005277645244396,0.021149802207946777,0.0013426367210642878,1,1,15,1337,"{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.5204081632653061,0.5102040816326531,0.4897959183673469,0.5408163265306123,0.5,0.5102040816326531,0.4897959183673469,0.5204081632653061,0.4897959183673469,0.5306122448979592,0.5102040816326531,0.017074694419062786,9
2,0.16279869079589843,0.0016302138786616319,0.021300029754638673,0.001288440537832384,1,10,2,1337,"{'max_depth': 1, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.5204081632653061,0.5102040816326531,0.4897959183673469,0.5408163265306123,0.5,0.5102040816326531,0.4897959183673469,0.5204081632653061,0.4897959183673469,0.5306122448979592,0.5102040816326531,0.017074694419062786,9
3,0.16414973735809327,0.0050000917113518,0.020250415802001952,0.0003356172058034067,1,10,15,1337,"{'max_depth': 1, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.5204081632653061,0.5102040816326531,0.4897959183673469,0.5408163265306123,0.5,0.5102040816326531,0.4897959183673469,0.5204081632653061,0.4897959183673469,0.5306122448979592,0.5102040816326531,0.017074694419062786,9
4,0.6124009370803833,0.06606036014785109,0.022050690650939942,0.0003493092896622918,15,1,2,1337,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.46938775510204084,0.5612244897959183,0.5204081632653061,0.5714285714285714,0.5,0.4489795918367347,0.5,0.5510204081632653,0.4897959183673469,0.5204081632653061,0.5132653061224489,0.03764462601162594,7
5,0.42794926166534425,0.03536442739928589,0.02185375690460205,0.00031436664637456477,15,1,15,1337,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.5204081632653061,0.5714285714285714,0.5102040816326531,0.5816326530612245,0.5,0.47959183673469385,0.5204081632653061,0.5306122448979592,0.5204081632653061,0.5306122448979592,0.5265306122448979,0.028933565058689433,6
6,0.23015081882476807,0.011001287483579751,0.021299362182617188,0.0010045151611321826,15,10,2,1337,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.5408163265306123,0.5612244897959183,0.5204081632653061,0.5510204081632653,0.5204081632653061,0.5102040816326531,0.5102040816326531,0.5408163265306123,0.5306122448979592,0.5306122448979592,0.5316326530612245,0.016101769222509676,2
7,0.22774994373321533,0.013004932103196231,0.020850157737731932,0.00045002069153966795,15,10,15,1337,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.5408163265306123,0.5612244897959183,0.5204081632653061,0.5510204081632653,0.5204081632653061,0.5102040816326531,0.5102040816326531,0.5408163265306123,0.5306122448979592,0.5306122448979592,0.5316326530612245,0.016101769222509676,2
8,0.7167489051818847,0.06880887805866641,0.022400307655334472,0.0003742429339241578,,1,2,1337,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.45918367346938777,0.5510204081632653,0.5102040816326531,0.5408163265306123,0.5204081632653061,0.47959183673469385,0.5,0.5510204081632653,0.5,0.5102040816326531,0.5122448979591836,0.028425282198334928,8
9,0.4868004322052002,0.04212646840668615,0.02240018844604492,0.0007998867986810329,,1,15,1337,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.5102040816326531,0.5714285714285714,0.5,0.5918367346938775,0.5306122448979592,0.5102040816326531,0.5408163265306123,0.5306122448979592,0.5306122448979592,0.5306122448979592,0.5346938775510205,0.02668713638902452,1
10,0.23209769725799562,0.010769896524368099,0.02080111503601074,0.00033196411526216957,,10,2,1337,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.5408163265306123,0.5612244897959183,0.5204081632653061,0.5510204081632653,0.5204081632653061,0.5102040816326531,0.5102040816326531,0.5408163265306123,0.5306122448979592,0.5306122448979592,0.5316326530612245,0.016101769222509676,2
11,0.22454986572265626,0.01045002763164365,0.020699715614318846,0.00033173281192215554,,10,15,1337,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.5408163265306123,0.5612244897959183,0.5204081632653061,0.5510204081632653,0.5204081632653061,0.5102040816326531,0.5102040816326531,0.5408163265306123,0.5306122448979592,0.5306122448979592,0.5316326530612245,0.016101769222509676,2
