,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.16210033893585205,0.002566847194322997,0.020149803161621092,0.0003909464999475066,1,1,2,1337,"{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.7346938775510203,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7255102040816327,0.0030612244897958883,1
1,0.16274993419647216,0.0032813543187387374,0.020601606369018553,0.0005383901521326897,1,1,15,1337,"{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.7346938775510203,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7255102040816327,0.0030612244897958883,1
2,0.1614994764328003,0.0015974754718050708,0.020200085639953614,0.00033207656674174034,1,10,2,1337,"{'max_depth': 1, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.7346938775510203,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7255102040816327,0.0030612244897958883,1
3,0.16409928798675538,0.0038396920463751537,0.020200657844543456,0.0007484441719924302,1,10,15,1337,"{'max_depth': 1, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.7346938775510203,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7255102040816327,0.0030612244897958883,1
4,0.5289991140365601,0.03768794077188031,0.021849894523620607,0.0005495405655581128,15,1,2,1337,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.7040816326530612,0.673469387755102,0.7040816326530612,0.7142857142857143,0.6632653061224489,0.6938775510204082,0.7142857142857143,0.7040816326530612,0.6938775510204082,0.6836734693877551,0.6948979591836735,0.016101769222509714,12
5,0.39854884147644043,0.03786121651574711,0.02129974365234375,0.00039981089926940147,15,1,15,1337,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.7244897959183674,0.7142857142857143,0.7244897959183674,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7244897959183674,0.7244897959183674,0.6836734693877551,0.7153061224489796,0.011589608868980162,10
6,0.23230016231536865,0.010416320850865177,0.020850300788879395,0.0005029792540459606,15,10,2,1337,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.7346938775510203,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7255102040816327,0.0030612244897958883,1
7,0.22844812870025635,0.007830475774077519,0.020450115203857422,0.0002691835084350355,15,10,15,1337,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.7346938775510203,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7255102040816327,0.0030612244897958883,1
8,0.6751494646072388,0.05124678032422458,0.022100043296813966,0.00062444091712432,,1,2,1337,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.7244897959183674,0.6632653061224489,0.7040816326530612,0.7040816326530612,0.6938775510204082,0.6632653061224489,0.7142857142857143,0.7040816326530612,0.7244897959183674,0.6836734693877551,0.6979591836734694,0.02101149008364696,11
9,0.4903672456741333,0.04188816513476238,0.02174956798553467,0.0005587860754149633,,1,15,1337,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.7551020408163265,0.7142857142857143,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.6836734693877551,0.7142857142857143,0.7244897959183674,0.7551020408163265,0.6836734693877551,0.7204081632653061,0.022908106449636367,9
10,0.23729979991912842,0.010998737661254225,0.02055032253265381,0.00047192909902576746,,10,2,1337,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.7346938775510203,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7255102040816327,0.0030612244897958883,1
11,0.22919874191284179,0.009123364835105492,0.020249700546264647,0.00046116443863719863,,10,15,1337,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.7346938775510203,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7244897959183674,0.7255102040816327,0.0030612244897958883,1
