,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std,train-f1-mean,train-f1-std,test-f1-mean,test-f1-std
0,2.1635128,0.00033973012818996385,2.1636712000000005,0.0004995559628309478,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
1,2.1311464,0.0006596197692610631,2.1314599999999997,0.000988432901111618,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
2,2.1000262,0.0009643355017835383,2.100469,0.0014790928300821291,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
3,2.0700638000000002,0.001253762401733239,2.0706616,0.0019494701433980096,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
4,2.0411778000000003,0.0015265901087063206,2.041907,0.002420496064859455,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
5,2.0132988,0.0017889552705421042,2.0141604,0.0028830000763093357,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
6,1.9863634000000001,0.00203886847050024,1.9873788000000001,0.0033254825454361128,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
7,1.9603134,0.002278194952149628,1.9614604,0.003768675555151998,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
8,1.9350961999999998,0.0025072312537937373,1.9363768000000001,0.004203495183772595,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
9,1.9106628,0.0027276640848902457,1.912087,0.004606877771332772,0.8260630000000001,0.00557512607929183,0.8261310000000002,0.022259321786613377
