,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std,train-f1-mean,train-f1-std,test-f1-mean,test-f1-std
0,2.0893844000000006,0.0026492826651756604,2.123624,0.0029087814630872288,0.2800948,0.009207620092075916,0.19696399999999997,0.022221930006189834
1,2.0080028000000003,0.0043223529888244995,2.0683362,0.006011926792634748,0.29419500000000004,0.013219118094638539,0.2046722,0.015700793475490343
2,1.9429672,0.005837808266806951,2.0244052,0.007764283183913372,0.29798,0.01567846553716273,0.2153756,0.017154963242164062
3,1.8909917999999997,0.006023638149822739,1.992032,0.010230167701460242,0.3025358,0.015007042951894298,0.214427,0.02513023336938994
4,1.8468620000000002,0.005595605168344218,1.9651495999999997,0.012295914290527557,0.311966,0.010121690313381452,0.2120148,0.023232268519453706
5,1.8101654,0.005503371424863138,1.9460604,0.014962078486627445,0.3140676,0.008878143017545949,0.2126666,0.024881069354832804
6,1.7792036,0.005890587631128151,1.9315466000000001,0.015483397787307538,0.3193182,0.010579156476770738,0.21273019999999998,0.023862683188610623
7,1.7525604000000001,0.006288828336025707,1.9189394,0.015154202540549633,0.3257416,0.01220070221913477,0.21030600000000002,0.02282778335274803
8,1.7294954,0.006337454018768137,1.9073158,0.016811946269245544,0.3278314,0.01139389003984154,0.2174154,0.022252207033011357
9,1.7094849999999997,0.006214526691550936,1.8992018000000002,0.017056718071188262,0.32930740000000003,0.009916100818366068,0.2129,0.021953403016389057
