,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std,train-f1-mean,train-f1-std,test-f1-mean,test-f1-std
0,2.4776616000000002,8.87729688587518e-05,2.4781114000000004,0.0001892285390738206,0.18764319999999998,0.004666699021792599,0.170512,0.016672170008730117
1,2.4705354,0.00017533579212474862,2.471432,0.0003806741388641832,0.18764319999999998,0.004666699021792599,0.17033579999999998,0.016882534340554443
2,2.4635248,0.00025905242712626905,2.464856,0.0005647016911610404,0.18790179999999998,0.004893272254841333,0.1694878,0.017957327489356537
3,2.4566252,0.0003407171260738204,2.4583646000000003,0.0007431870827725187,0.18764319999999998,0.004666699021792599,0.17033579999999998,0.016882534340554443
4,2.4498360000000003,0.00042001190459322175,2.4519914,0.0009203694040981905,0.18764319999999998,0.004666699021792599,0.17033579999999998,0.016882534340554443
5,2.4431496,0.0004957259726906497,2.4457188,0.0010948394220158236,0.18790179999999998,0.004893272254841333,0.1694878,0.017957327489356537
6,2.4365648,0.0005717123052725099,2.4395406,0.0012722239739920863,0.18764319999999998,0.004666699021792599,0.17033579999999998,0.016882534340554443
7,2.430083,0.0006428427490452219,2.4334586000000002,0.0014255812288326262,0.18764319999999998,0.004666699021792599,0.17033579999999998,0.016882534340554443
8,2.4236984,0.0007150456209221935,2.4274668,0.001603157559318483,0.1878918,0.004883688089958243,0.1694878,0.017957327489356537
9,2.4174116,0.0007822351564588443,2.4215715999999996,0.0017549348250005899,0.1878848,0.00488490161211052,0.169403,0.017898520653953497
