,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std,train-f1-mean,train-f1-std,test-f1-mean,test-f1-std
0,2.4793557999999996,9.778016158711191e-05,2.4800657999999998,0.00019823460848188387,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
1,2.4739042,0.00019312213751918492,2.4753165999999998,0.0003929776583980492,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
2,2.4685493999999997,0.0002867637355035385,2.4706562,0.0005850242388140269,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
3,2.4632874,0.0003781468497818897,2.4660826,0.0007741156502745749,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
4,2.4581164,0.0004684107599105355,2.4615936,0.0009600584565535997,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
5,2.4530342,0.000556219165437501,2.4571857999999995,0.0011452282567244053,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
6,2.4480373999999996,0.0006424971906552864,2.4528574,0.0013268070846961981,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
7,2.4431144,0.0007184178728288684,2.4485938000000003,0.001513234073102976,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
8,2.4382754,0.0007927878909266988,2.4444046,0.0016979799292100607,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
9,2.4335124,0.0008657585344656825,2.4402898,0.001881272377940073,0.2168536,0.0032301449874579933,0.1879506,0.02889821614286944
