,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std,train-f1-mean,train-f1-std,test-f1-mean,test-f1-std
0,2.3805408,0.00030432968964598593,2.3809461999999995,0.0007811699943035221,0.4317246,0.00866986338069985,0.42592179999999996,0.03268631233651175
1,2.3637264,0.0005961857428689235,2.3645138,0.0015351554188419974,0.4330246000000001,0.008550756378239308,0.42697419999999997,0.0325279196715683
2,2.3474224,0.0008702936515913232,2.3485962,0.002259522020251205,0.4342416,0.008989953895321166,0.42697419999999997,0.0325279196715683
3,2.3316092,0.0011341896490446848,2.3331796,0.002955463050014296,0.4342416,0.008989953895321166,0.42697419999999997,0.0325279196715683
4,2.3162575999999997,0.001379343699010446,2.3182180000000003,0.003644036992128359,0.43339160000000004,0.008697376514788822,0.4267844,0.032577518927014694
5,2.3013456000000003,0.0016206488330295984,2.3037137999999997,0.0043073625990853745,0.43329500000000004,0.008942588059393112,0.42655279999999995,0.0326439194056106
6,2.2868411999999996,0.0018531064081698321,2.28958,0.004937635588011725,0.432821,0.008494704067829567,0.4267844,0.032577518927014694
7,2.272739,0.002079033236867542,2.275868,0.0055646725689837235,0.4319534,0.008407050388810584,0.42655279999999995,0.0326439194056106
8,2.2590049999999997,0.002290545349911288,2.2625124,0.0061701266307913295,0.4319534,0.008407050388810584,0.42655279999999995,0.0326439194056106
9,2.2456215999999998,0.0024995091198073607,2.2495108000000004,0.006748539379747389,0.4319534,0.008407050388810584,0.42655279999999995,0.0326439194056106
